customer_id,customer_name,gender,age,email,phone,city,country,segment,signup_date
CUST00561,Matthew Singleton,Male,69,whitejimmy@example.net,(393)651-2544x72013,London,UK,Consumer,18-04-2021
CUST00286,Kurt Scott,Other,18,myersjacob@example.org,001-551-655-2093x3099,Berlin,Germany,Corporate,04-08-2019
CUST00076,Christine Cohen,Other,48,hpalmer@example.net,+1-750-644-6600x166,Toronto,Canada,Corporate,28-08-2019
CUST00053,Angelica Joseph,Female,65,daniellegates@example.net,(393)472-9306x8265,Toronto,Canada,Consumer,25-06-2020
CUST00449,Anthony Blevins,Male,28,davidcochran@example.net,9915624736,Los Angeles,USA,Consumer,26-04-2021
CUST00578,Evelyn Riley,Female,28,roachsarah@example.org,,Sydney,Australia,Consumer,27-01-2022
CUST00970,Melissa Carter,Other,41,pcummings@example.org,(646)984-1601x7919,Sydney,Australia,Consumer,07-07-2019
CUST00637,Jon Myers,Female,25,donald38@example.net,+1-554-935-2556x67354,Chennai,India,Corporate,26-03-2019
CUST00347,Emily Cohen,Male,46,igarcia@example.org,567-774-5480x3721,Toronto,Canada,Consumer,23-01-2023
CUST00467,Bonnie Stevens,Other,29,davissara@example.com,001-226-350-9439x335,Berlin,Germany,Home Office,02-12-2021
CUST00253,Tracy Powell,Male,47,jessica55@example.net,001-862-679-8007x586,Mumbai,India,Consumer,09-12-2019
CUST00800,Tim Thompson,Male,53,mooreanthony@example.org,424.755.5248x784,Tokyo,Japan,Consumer,02-12-2022
CUST00181,Laura Barker,,43,christopherjackson@example.com,3665981491,Paris,France,Consumer,27-05-2020
CUST00444,Rachel Molina,Other,28,mary10@example.org,001-435-332-5792,Mumbai,India,Corporate,11-06-2020
CUST00988,Brian Tran,Other,60,davisbrooke@example.org,976-978-3150x88185,Paris,France,Consumer,05-04-2020
CUST00280,Christopher Anderson,Male,24,ohancock@example.org,+1-741-916-1302x05149,Houston,USA,Corporate,24-10-2024
CUST00732,Zachary Flores,Female,22,anthonybarker@example.net,596.529.3833x59946,Delhi,India,Corporate,01-09-2019
CUST00550,Lisa Eaton,Other,27,angelajohnson@example.com,590-887-3772x07518,Toronto,Canada,Corporate,17-07-2023
CUST00440,Julian Smith,Other,67,warnersusan@example.com,+1-248-389-7127x24416,Manchester,UK,Corporate,29-10-2023
CUST00923,Jennifer Gomez,Male,65,lindwayne@example.net,+1-350-705-8150x88125,Singapore,Singapore,Corporate,09-08-2021
CUST00295,Brandon Mckenzie,Male,58,lpatel@example.org,659-602-5511x09102,Mumbai,India,Corporate,20-10-2020
CUST00635,Danielle Harding,Male,63,pmarsh@example.net,(399)575-6557x246,Bengaluru,India,Consumer,25-06-2023
CUST00364,Jeremy White,Other,64,paul85@example.net,365.618.5971,Tokyo,Japan,Consumer,28-08-2022
CUST00282,Joseph Hill,Female,32,hnorman@example.com,688.968.4460,,France,Consumer,03-12-2020
CUST00998,Mckenzie Delgado,Other,69,alyssagolden@example.net,-8477,Houston,USA,Consumer,05-08-2024
CUST00485,Robert Morgan,Other,21,mooreashley@example.net,882.867.5797x7593,Toronto,Canada,Consumer,13-01-2019
CUST00751,Laura Morales,Female,56,troysaunders@example.org,(946)328-1080x342,Lyon,France,Consumer,29-07-2019
CUST00382,Teresa Sosa,Other,38,johnsonkerry@example.net,001-210-468-6750x972,London,UK,Home Office,26-12-2023
CUST00852,Elizabeth Gilmore,Male,63,amanda95@example.com,(206)864-1894x5612,London,UK,Consumer,26-05-2019
CUST00934,Joel Jenkins,Female,67,eric00@example.org,(733)718-9105,Vancouver,Canada,Consumer,17-03-2023
CUST00378,David Garcia,Other,68,nguyenleslie@example.com,(367)325-6728,Melbourne,Australia,Corporate,19-09-2021
CUST00780,Hunter Green,Other,50,kristen84@example.org,(374)844-0098x607,Bengaluru,India,Home Office,18-04-2023
CUST00702,Matthew Holmes,Other,55,rebecca12@example.net,(756)829-4359,Chennai,India,Consumer,24-07-2023
CUST00129,Kimberly Wright,Female,50,jacksonmichael@example.org,942.427.7330,Chennai,India,Consumer,12-08-2024
CUST00985,Brian Fields,Other,42,bensonwesley@example.net,001-463-931-6387x252,Manchester,UK,Corporate,19-01-2020
CUST00798,Leah Johnson,Female,46,wagnerstephanie@example.com,8596502438,London,UK,Consumer,22-04-2023
CUST00191,Amber Myers,Other,23,courtney34@example.net,7684616754,,Australia,Consumer,01-01-2024
CUST00029,Derrick Powers,Female,40,emmacarter@example.net,377-971-8341x7047,Lyon,France,Consumer,17-12-2024
CUST00818,Natalie Williams,Female,,ymorgan@example.org,+1-617-826-4642x08223,Manchester,UK,Consumer,08-03-2021
CUST00481,Jacqueline Meza,Female,30,oanderson@example.com,(387)849-8100,Melbourne,Australia,Corporate,10-11-2020
CUST00764,Jocelyn Smith,Male,60,patrickramirez@example.net,659.628.0288x83886,Lyon,France,Home Office,19-02-2020
CUST00843,Melissa Wilson,Other,54,john85@example.net,789.748.2092x2694,Houston,USA,Corporate,20-07-2024
CUST00392,David Thomas,Other,59,harrisonheather@example.com,+1-313-719-8001x9991,New York,USA,Consumer,10-06-2020
CUST00463,Brian Cardenas,Other,70,lisa06@example.org,001-233-393-0932x451,Toronto,Canada,Consumer,07-08-2019
CUST00046,Victoria Baker,Other,21,clarkrobert@example.net,623.626.7938x144,Vancouver,Canada,Consumer,28-03-2021
CUST00705,Mark Wang,Other,29,kyle10@example.org,514.998.6944x414,Chicago,USA,Corporate,07-01-2023
CUST00033,Anthony Mcintosh,Other,35,georgeperry@example.com,544-963-4786x1221,Vancouver,Canada,Consumer,20-04-2022
CUST00601,Matthew Ross,Male,27,pattondonald@example.org,314-399-8253,Bengaluru,India,Home Office,14-05-2022
CUST00218,Philip Randolph,Male,59,walkerjames@example.org,001-965-937-4001x65340,Toronto,Canada,Consumer,03-12-2021
CUST00138,Warren Harris,Female,53,walkermary@example.net,338-347-3873,New York,USA,Consumer,09-02-2024
CUST00647,Jean Jones,Other,40,eanderson@example.net,389.275.0342,Paris,France,Consumer,03-02-2019
CUST00979,Brittany Mason,Male,57,wardstacy@example.net,570.922.4719,London,UK,Corporate,21-08-2022
CUST00089,Kyle Rosario,Other,51,ulynch@example.com,001-977-822-1526,Melbourne,Australia,Consumer,01-09-2023
CUST00337,Brandon Hernandez,Other,48,michael28@example.com,+1-563-610-1750x6457,Bengaluru,India,Consumer,12-02-2020
CUST00501,William Grant,Female,39,ariasnicholas@example.net,670-362-3161,Lyon,France,Corporate,20-11-2020
CUST00448,Miss Sara Elliott,Female,24,mackenzieromero@example.org,(611)390-9739,New York,USA,Consumer,02-12-2023
CUST00352,Daniel Rodriguez,Female,44,deborah89@example.net,(204)490-7969,Munich,Germany,Corporate,23-12-2020
CUST00571,Debbie Miller,Male,34,nmurphy@example.org,739.752.9675x688,Tokyo,Japan,Corporate,26-09-2024
CUST00553,Kathryn Hooper,Female,30,esmith@example.net,889.351.2321x14008,Melbourne,Australia,Consumer,09-06-2022
CUST00955,Robert Holden,Male,47,kelly95@example.net,4457137508,Lyon,France,Consumer,05-05-2023
CUST00886,Darrell Hill,Male,68,tinalewis@example.com,948.509.4271x47652,Munich,Germany,Corporate,09-12-2022
CUST00768,Cynthia Hess,Other,28,randyconner@example.com,939-285-7157x71101,Los Angeles,USA,Consumer,31-10-2024
CUST00434,Tina Clark,Female,20,,320.248.5243x78391,London,UK,Home Office,20-11-2022
CUST00170,Matthew Evans,Other,30,adixon@example.net,5444366844,Houston,USA,Home Office,25-04-2019
CUST00393,Kendra Peterson,Other,20,jcunningham@example.net,001-828-904-3329x673,Los Angeles,USA,Corporate,29-04-2020
CUST00151,Sara Howard,Other,70,rodney89@example.net,(699)953-9470,Sydney,Australia,Corporate,10-05-2022
CUST00335,William Gutierrez,Other,66,ashley23@example.net,001-988-265-4657,Chicago,USA,Corporate,15-11-2024
CUST00695,Kevin Johnson,Other,70,diane86@example.net,(511)206-5883,Singapore,Singapore,Home Office,07-12-2023
CUST00759,Maureen Shaw,Other,,gomezwilliam@example.org,455-514-4992x22351,Munich,Germany,Consumer,08-10-2024
CUST00921,Anna Mitchell,Other,61,kendra30@example.com,450-658-4898,Lyon,France,Consumer,29-08-2022
CUST00276,Natalie Cardenas,Male,29,mitchellbernard@example.org,683-986-2336,Berlin,Germany,Consumer,20-07-2019
CUST00021,Carl Rose,Female,27,sharoncosta@example.com,4236448347,Sydney,Australia,Consumer,30-01-2021
CUST00621,John Wagner,Other,41,xhatfield@example.net,+1-683-767-6434x80412,Berlin,Germany,Consumer,24-04-2020
CUST00305,Julie Anderson,Male,59,ryan32@example.net,(204)306-7589x3512,New York,USA,Consumer,20-09-2020
CUST00515,Amy Bailey,Other,18,hallpaul@example.net,5518221431,Delhi,India,Corporate,15-11-2023
CUST00774,Jessica Doyle,Other,56,bwalton@example.org,(472)546-8043,Munich,Germany,Home Office,28-06-2024
CUST00835,Jennifer Phillips,Male,60,jmoreno@example.com,(335)205-4763x7881,Bengaluru,India,Corporate,05-07-2020
CUST00031,Jerry Turner Jr.,Male,65,nicholas15@example.org,756-813-0445x16691,London,UK,Corporate,14-07-2023
CUST00612,Eric Butler,Male,63,chess@example.com,781-607-7777x90095,Vancouver,Canada,Consumer,16-10-2019
CUST00380,Robin Young,Other,18,zvaughn@example.net,468.923.3551x1417,,UK,Consumer,13-10-2022
CUST00996,Tara Vargas,Female,25,tsmith@example.com,(307)531-7559x72663,Paris,France,Consumer,04-10-2020
CUST00517,Johnathan Fisher,Female,37,bjoseph@example.com,+1-615-224-7777x03067,Munich,Germany,Corporate,02-11-2020
CUST00824,Chelsea Ramirez,Other,70,vazquezbrittany@example.net,(649)275-8505x31603,Chicago,USA,Consumer,08-02-2024
CUST00370,Brandon Ross,Female,70,josewest@example.org,888.379.4898x573,Sydney,Australia,Corporate,24-06-2021
CUST00112,Kelly Hays,Other,70,robertbarnett@example.org,+1-339-994-8174x26106,Toronto,Canada,Corporate,20-05-2021
CUST00577,Mary Cole,Other,23,elizabeth01@example.com,001-662-608-2402x1314,Paris,France,Corporate,18-09-2020
CUST00430,Lisa Joseph,Other,24,taylor06@example.com,998.893.4701x25807,Houston,USA,Consumer,30-09-2020
CUST00812,Tanner Harris,Female,26,jeffrey27@example.org,928-900-6135,Lyon,France,Consumer,30-01-2024
CUST00503,Renee Edwards,Male,39,torressharon@example.com,(579)287-0479x43880,London,UK,Corporate,26-11-2022
CUST00939,Ashley Snyder,Other,42,,477.843.7722x8763,Lyon,France,Consumer,02-09-2020
CUST00716,Frances Quinn,Other,54,jose06@example.net,266-258-6514x108,Vancouver,Canada,Consumer,30-09-2022
CUST00810,Amanda Parker,Other,37,xhull@example.org,+1-871-989-3846x74754,Vancouver,Canada,Consumer,05-02-2022
CUST00292,Michael Martin,Female,22,lisa00@example.com,456.307.8738,Lyon,France,Consumer,14-11-2022
CUST00520,Mark Williams,Male,70,ginarodriguez@example.com,+1-954-708-5586x65539,Chennai,India,Corporate,06-01-2020
CUST00049,Mary Smith,Other,42,jeff55@example.org,7344093056,Chicago,USA,Home Office,22-09-2022
CUST00856,Bradley Rojas,Male,33,rrichardson@example.org,+1-310-634-5627x749,New York,USA,Corporate,16-04-2022
CUST00115,Melinda Price,Other,29,billy57@example.org,+1-918-831-6586x89236,Berlin,Germany,Consumer,22-08-2021
CUST00609,Gabriel King,Other,36,jennifer37@example.org,(386)575-2810,Toronto,Canada,Consumer,30-09-2019
CUST00312,Linda George,Other,62,veronicaharding@example.com,+1-532-882-8014x254,Chicago,USA,Home Office,10-10-2021
CUST00483,Aaron Quinn,Male,53,michael53@example.com,(833)669-7742x731,Bengaluru,India,Corporate,13-07-2021
CUST00261,Kevin Werner,Female,68,lesliebennett@example.com,790.495.5849,Bengaluru,India,Home Office,10-06-2022
CUST00310,Patrick Davis,Male,48,dtorres@example.org,461-893-9474,Toronto,Canada,Corporate,16-02-2019
CUST00476,Julian Mills,Male,55,tanyawells@example.com,5794168858,Munich,Germany,Consumer,02-02-2023
CUST00587,Gary Robinson,Female,42,gthompson@example.net,825.878.4155x98310,Mumbai,India,Consumer,16-07-2022
CUST00567,Anita Mitchell,Other,19,tfoster@example.net,804.464.0560,Lyon,France,Consumer,26-04-2019
CUST00314,Jose Morgan,Male,48,fjohnson@example.org,+1-418-425-4775x49528,Mumbai,,Corporate,14-07-2019
CUST00488,Ashley Hall,Male,28,paula81@example.net,667.766.7356,Singapore,Singapore,Home Office,12-07-2024
CUST00753,Katie Bailey,Female,65,smithcarol@example.com,460.692.6731x34668,Sydney,Australia,Consumer,07-06-2020
CUST00836,Matthew Li,Other,44,pierceelizabeth@example.net,001-853-223-9464x90599,Tokyo,Japan,Consumer,01-06-2019
CUST00866,Juan Richardson,Other,34,austingonzalez@example.org,626.819.8577x63608,Mumbai,India,Corporate,10-03-2020
CUST00196,Austin Gutierrez,Other,59,christianelizabeth@example.net,(663)494-2233x81406,Munich,Germany,Consumer,19-11-2022
CUST00772,Jessica Burton,Female,45,,451-551-0304x51709,Chennai,India,Corporate,14-01-2022
CUST00018,Colleen Cisneros,Female,51,kdyer@example.net,726.386.5635,Manchester,UK,Consumer,02-05-2023
CUST00145,James Brown,Male,55,michael98@example.net,(608)513-6915,Munich,Germany,Corporate,27-03-2024
CUST00720,Frank Cooper,Male,22,khamilton@example.org,001-702-751-2468x415,Sydney,Australia,Consumer,04-05-2023
CUST00542,Anthony Harrison,Other,69,robert27@example.net,001-541-918-6473x615,Singapore,Singapore,Home Office,22-09-2024
CUST00123,Dan Garrison,Male,36,shericuevas@example.net,395.683.6983x218,Munich,Germany,Consumer,01-06-2023
CUST00443,Shawna Scott,Male,68,cwatson@example.net,-1321,Houston,USA,Home Office,10-05-2022
CUST00620,Heather Olson,Female,26,lindamerritt@example.com,001-638-982-9738x33955,New York,USA,Consumer,24-04-2023
CUST00451,Michelle Brown,Other,48,hibarra@example.org,,Bengaluru,India,Consumer,13-10-2021
CUST00068,Frank Maynard,Other,18,nyork@example.net,5603681570,Singapore,Singapore,Home Office,12-06-2022
CUST00410,James Garcia,Other,34,johnsonshannon@example.org,+1-820-751-1823x147,Tokyo,Japan,Consumer,17-01-2023
CUST00439,Sandra Hernandez,Other,44,jennifer50@example.com,778.218.2494x73237,Tokyo,Japan,Corporate,31-05-2023
CUST00516,Patrick Ballard,Male,68,james95@example.com,359.793.4265x787,Lyon,France,Home Office,06-11-2021
CUST00383,Lydia Edwards,Female,56,katie87@example.org,355-601-1708x6171,London,UK,Home Office,30-01-2019
CUST00990,Virginia White,Female,51,tracey21@example.org,425.892.1041x5150,Chennai,India,Home Office,26-12-2019
CUST00848,John Harrison,Male,54,curtisjenkins@example.com,(943)277-3019x00184,Melbourne,Australia,Consumer,23-02-2022
CUST00296,Anita Harris,Male,43,rmorrison@example.net,4048341879,Melbourne,Australia,Consumer,13-03-2023
CUST00773,Rachel Webb,Male,25,andrewcameron@example.org,(783)990-0283x33885,Tokyo,Japan,Consumer,25-01-2022
CUST00837,Stephanie Robinson,,46,tgutierrez@example.org,001-452-293-0281x75805,Lyon,France,Consumer,03-03-2020
CUST00294,Cameron Farrell,Male,68,kwest@example.org,+1-211-299-0982x4128,Chennai,India,Consumer,17-09-2022
CUST00845,Joseph Watkins,Other,53,chelsea97@example.org,+1-225-994-2437x767,Bengaluru,India,Consumer,13-10-2021
CUST00258,Caroline Ford,Other,66,whitechelsea@example.net,551.965.6647,Berlin,Germany,Consumer,05-11-2024
CUST00811,Joshua Meyer,Male,59,sandrastone@example.net,001-368-796-8540x260,Singapore,Singapore,Consumer,22-03-2020
CUST00394,Katherine Simmons,Female,30,jenny64@example.net,+1-970-977-5807x28441,Chicago,USA,Home Office,14-06-2019
CUST00606,Yolanda Olson,Male,21,hjohnston@example.com,547.604.4395,Mumbai,India,Consumer,27-09-2019
CUST00350,John Thomas MD,Female,64,wesleyvelazquez@example.com,513-417-5918x882,Tokyo,Japan,Home Office,06-02-2019
CUST00792,Michael Richardson,Female,58,gabrieltyler@example.org,001-858-594-7267x468,Tokyo,Japan,Corporate,02-10-2020
CUST00781,Courtney Nixon,Other,62,craigbennett@example.org,7092299866,Bengaluru,India,Consumer,04-07-2021
CUST00686,Joshua Nelson,Other,56,darrensnyder@example.org,9315150342,Lyon,France,Consumer,09-08-2022
CUST00432,Kimberly Murray,Female,35,twhite@example.org,001-771-987-5519x18892,Munich,Germany,Corporate,04-11-2023
CUST00343,Jacob Wilson,Female,,ronaldmiller@example.com,945.788.0569x4827,Lyon,France,Home Office,21-06-2024
CUST00409,Andres Brown,Male,49,ulong@example.com,419.308.8753,Chennai,India,Corporate,07-05-2021
CUST00496,Tiffany Johns,Other,26,wilsoncory@example.net,976.219.5389x1714,London,UK,Corporate,05-04-2022
CUST00377,Shannon Keith,Female,58,jenniferrollins@example.org,+1-555-300-6433x917,Berlin,Germany,Corporate,02-11-2022
CUST00424,Kimberly Singh,Female,55,thomas51@example.net,216-515-4584,Bengaluru,India,Corporate,05-03-2024
CUST00984,Steve Freeman,Other,42,stephanierangel@example.net,964.911.8607,Sydney,Australia,Consumer,17-10-2019
CUST00408,Jacob Buchanan,Female,24,grichards@example.org,884.904.9778,Los Angeles,USA,Consumer,08-02-2019
CUST00484,Tricia Fischer,Male,70,samanthaashley@example.net,(220)758-4502x0474,Houston,USA,Consumer,29-09-2023
CUST00572,Levi Sullivan,Male,42,ewilson@example.com,292-818-8877x9633,Los Angeles,USA,Consumer,01-03-2021
CUST00173,Nancy Martin,Male,22,emilyleonard@example.com,582.323.8171,Berlin,Germany,Consumer,14-09-2024
CUST00256,Jon Crosby,Other,20,mjohnson@example.org,3223433064,Lyon,France,Consumer,05-09-2024
CUST00438,Craig Mendez,Male,45,carlos59@example.com,654-485-3699,Mumbai,India,Consumer,07-05-2020
CUST00205,Spencer Garcia,Male,65,shirleyalexander@example.net,001-971-990-7263,Tokyo,,Consumer,20-08-2022
CUST00175,Tony Ortega,Male,56,peterjohnson@example.com,(843)781-3722,Berlin,Germany,Home Office,27-01-2023
CUST00591,Maria Beasley,Other,26,williamsandrew@example.net,-4438,Singapore,Singapore,Home Office,11-11-2022
CUST00615,Christine White,Other,63,susanstephens@example.net,933.660.3723,London,UK,Consumer,01-08-2021
CUST00474,Hunter Nunez,Male,60,tscott@example.com,455.606.4330,Lyon,France,Corporate,28-08-2023
CUST00397,Zachary Cunningham,Other,23,nathaniel74@example.com,953.348.3374x27813,Houston,USA,Consumer,10-12-2024
CUST00061,Dana Hernandez,Other,69,brownduane@example.net,964-500-8599x798,Manchester,UK,Corporate,28-12-2019
CUST00355,Daniel Ramsey,Other,40,ewade@example.net,(519)906-6381,New York,USA,Consumer,20-01-2021
CUST00381,Mckenzie Smith,Male,65,rileyadrienne@example.org,5826356535,Vancouver,Canada,Consumer,18-03-2020
CUST00325,Meredith Hubbard,Other,67,anthonywong@example.com,363.589.5992,Manchester,UK,Consumer,20-08-2021
CUST00861,Brandon Daugherty,Other,46,william59@example.com,6809379311,Berlin,Germany,Consumer,06-07-2023
CUST00603,Angel Johnson,Female,25,nicholasreed@example.net,281.450.2413,Melbourne,Australia,Consumer,04-05-2020
CUST00331,Patrick Lewis,Other,42,sean37@example.com,(391)517-1976x4746,Sydney,Australia,Consumer,04-01-2022
CUST00085,Thomas Franklin,Male,51,mccormickrenee@example.net,(392)291-3072x1206,Sydney,Australia,Consumer,19-03-2021
CUST00498,Chad Thompson,Other,53,stanley78@example.org,345.310.0262x72185,Paris,France,Consumer,04-11-2019
CUST00057,Darlene Nguyen,Other,23,rebecca72@example.com,473.694.9835x50326,Sydney,,Consumer,29-01-2023
CUST00365,Garrett Shields,Male,20,medinacraig@example.net,(745)602-4155x52770,Chennai,India,Consumer,04-12-2020
CUST00956,Julian Hall,Female,59,alewis@example.net,(448)468-2460,Mumbai,India,Consumer,26-12-2020
CUST00629,Allison Patterson MD,Male,32,craigcardenas@example.com,383-553-2892x81121,New York,USA,Consumer,04-03-2021
CUST00135,Jaime Johnson,Other,36,ethomas@example.net,8866517022,Mumbai,India,Home Office,10-01-2019
CUST00936,Natalie Soto,Female,47,davischristopher@example.org,001-299-345-9565x374,Lyon,France,Home Office,15-11-2024
CUST00050,Andre Simpson,Female,56,gbrown@example.com,+1-782-881-2646x44604,Toronto,Canada,Corporate,01-07-2021
CUST00447,Erika Anderson,Female,67,rcampbell@example.org,+1-318-503-2508x5447,Vancouver,Canada,Home Office,20-04-2020
CUST00878,Kelly Beasley,Male,33,lewisrichard@example.com,591-374-6558x5140,Chennai,India,Consumer,30-03-2024
CUST00125,Robert Ross,Female,20,richard72@example.com,(705)356-0736,Lyon,France,Corporate,03-02-2020
CUST00803,Courtney Padilla,Other,49,michellebrown@example.com,755-724-2718x1831,Tokyo,Japan,Consumer,06-08-2020
CUST00486,Natasha Rodriguez,Male,62,michele99@example.org,001-584-481-9356x07691,Chennai,India,Consumer,30-04-2023
CUST00309,Rita Diaz,Male,37,bdavis@example.org,531.718.3981x24674,Mumbai,India,Consumer,14-01-2024
CUST00182,Rachel Page,Male,63,underwoodcharles@example.com,403-292-4517,Houston,USA,Home Office,26-11-2020
CUST00778,Samuel Delgado,Other,32,dbennett@example.org,(399)568-1849x454,,India,Home Office,28-07-2020
CUST00831,Andrew Smith,Female,54,fostercassandra@example.org,(246)733-3076x30013,Paris,France,Corporate,18-01-2020
CUST00668,Jeffery Gonzalez,Other,43,tracy46@example.org,+1-535-484-6031x150,Melbourne,Australia,Consumer,06-03-2022
CUST00581,Belinda Huang,Male,21,monique16@example.org,869.786.3429,Los Angeles,USA,Home Office,24-04-2019
CUST00022,David Smith,Other,22,williesanchez@example.com,767-586-8433,Chennai,India,Consumer,29-12-2023
CUST00007,Matthew Smith,Other,55,josesmith@example.com,-4743,Tokyo,Japan,Home Office,22-05-2021
CUST00395,Jessica Waller,Male,66,hporter@example.com,(892)970-8154x2555,,Australia,Home Office,18-08-2022
CUST00460,Robert Villanueva,Male,26,reidkari@example.net,383-822-3625x82660,Mumbai,India,Consumer,14-05-2019
CUST00133,Raymond Franco,Other,65,micheal82@example.org,001-649-556-2553x5285,,Canada,Consumer,07-05-2019
CUST00063,Mark Mcknight,Female,48,abaldwin@example.com,(671)872-3143x01540,New York,USA,Home Office,11-02-2023
CUST00323,John Sullivan,Male,19,jimenezryan@example.net,+1-901-597-4096x940,Bengaluru,India,Consumer,08-02-2021
CUST00957,Lauren Marquez,Male,55,lewisjerry@example.net,(872)968-3763,Mumbai,India,Home Office,19-12-2020
CUST00632,Peter Pena,Other,30,brownmario@example.com,229-923-3841,Houston,USA,Home Office,17-03-2021
CUST00272,Jessica Gallegos,Other,33,wyatt65@example.net,,Bengaluru,India,Corporate,25-02-2021
CUST00668,Jeffery Gonzalez,Other,43,tracy46@example.org,+1-535-484-6031x150,Melbourne,Australia,Consumer,06-03-2022
CUST00368,Tanya Bennett,Male,27,ericrose@example.net,001-967-240-3548,Singapore,Singapore,Corporate,08-03-2021
CUST00538,Shaun Summers,Male,27,omelendez@example.org,5329688530,Bengaluru,India,Consumer,03-07-2021
CUST00201,Michelle Gibson,Female,66,christina16@example.org,231-380-7334x3840,Manchester,UK,Consumer,14-02-2021
CUST00534,Matthew Russo,Male,59,caitlin00@example.org,893.344.8282x61235,Los Angeles,,Consumer,30-07-2023
CUST00885,Daniel Lee,Female,68,vfoley@example.com,475-636-9142x29642,Tokyo,Japan,Corporate,31-10-2023
CUST00564,Chloe Freeman,Female,41,drakejeremy@example.com,001-590-383-6874x9285,Los Angeles,,Home Office,24-03-2019
CUST00211,Richard Mathis,Female,37,nguyencody@example.com,(279)754-3068,Mumbai,India,Corporate,20-05-2020
CUST00604,Deborah Burns,Female,45,hbaker@example.net,(922)788-8950x48447,Berlin,Germany,Corporate,19-09-2022
CUST00736,Sarah Hernandez,Female,29,jessebrown@example.org,605-400-1085x77701,Vancouver,Canada,Consumer,27-09-2024
CUST00865,Margaret Cooper,Other,60,nscott@example.com,786.924.1920,Melbourne,Australia,Home Office,30-09-2021
CUST00339,Adam Vaughn,Male,30,upatton@example.com,,Manchester,UK,Consumer,14-06-2022
CUST00241,Beverly Lee,Female,64,grodriguez@example.com,404.787.2955,Bengaluru,India,Home Office,04-02-2023
CUST00275,Raymond Webster,Female,34,deborah64@example.org,973.322.4651x86290,Berlin,Germany,Corporate,08-12-2024
CUST00388,Monica Jones,Other,22,jessicabowman@example.org,(972)208-4563,London,UK,Consumer,20-11-2023
CUST00143,Chris Shaw,Male,43,mcbrideaustin@example.org,+1-796-572-7639x815,Berlin,Germany,Corporate,12-11-2020
CUST00560,Jean Johnson,Male,30,paulschmidt@example.org,864-667-5002,Chennai,India,Consumer,08-02-2020
CUST00023,Makayla Sullivan,Female,39,tina20@example.org,+1-946-420-1684x9340,Melbourne,Australia,Corporate,12-12-2019
CUST00162,Sheila Kelly,Male,48,longalicia@example.net,+1-551-483-9447x58979,Chennai,India,Corporate,25-05-2019
CUST00399,Aaron Sanders,Female,45,williamlynch@example.org,290-442-3298x9727,London,UK,Consumer,03-04-2020
CUST00082,Miss Catherine Ward DDS,Other,44,lynchfelicia@example.com,,Tokyo,Japan,Consumer,02-03-2024
CUST00580,Gina Morton,Female,40,fmunoz@example.net,001-359-622-6380x0119,Vancouver,Canada,Consumer,02-02-2021
CUST00210,Brian Schwartz,Male,42,abigailbryant@example.com,+1-693-910-0026x029,London,UK,Consumer,13-07-2020
CUST00678,Christina Duncan,Other,24,robin32@example.net,560-519-6978,Berlin,Germany,Corporate,25-02-2019
CUST00568,Steven Ramirez DDS,Other,49,pcarlson@example.org,+1-398-587-5319x15162,Houston,USA,Consumer,08-01-2024
CUST00231,Leah Gonzalez,Male,18,larsonrobert@example.net,501-202-1302x324,Lyon,France,Corporate,22-02-2019
CUST00541,Christopher Little,Female,21,justinlester@example.net,+1-826-624-4380x88813,Tokyo,Japan,Consumer,18-10-2023
CUST00383,Lydia Edwards,Female,56,katie87@example.org,355-601-1708x6171,London,UK,Home Office,30-01-2019
CUST00058,Caroline Glover,Male,40,tatebrandon@example.com,488.791.4865x465,Berlin,Germany,Consumer,25-12-2020
CUST00933,Gina Martinez,Male,29,martinezchristina@example.com,926-294-0026x5909,Singapore,Singapore,Consumer,30-10-2020
CUST00242,Amy Smith,Male,39,baileysmith@example.com,+1-800-853-5454x595,Houston,USA,Home Office,14-09-2020
CUST00664,Carl Hampton,Other,41,jsellers@example.org,905.589.3794x7406,Mumbai,India,Consumer,20-01-2021
CUST00198,Aaron Soto,Female,25,seangordon@example.com,001-589-600-8717,Chennai,India,Corporate,11-10-2022
CUST00931,Rodney Chapman,Male,52,kendra83@example.org,(868)476-0090x271,Singapore,Singapore,Consumer,26-06-2023
CUST00202,Russell May,Other,30,angela29@example.net,754-910-2560x71512,Bengaluru,India,Consumer,30-11-2021
CUST00186,Michael Conner,Female,24,amcguire@example.com,590.317.6694x7258,Berlin,Germany,Home Office,13-02-2021
CUST00134,Robert Morse,Male,23,nstein@example.com,(272)949-9123x22761,Berlin,Germany,Consumer,16-11-2021
CUST00494,Marie Walker,Male,50,lanekerri@example.org,+1-973-533-7384x546,Paris,France,Corporate,14-05-2023
CUST00056,Nathan Miller,Male,66,ydelgado@example.org,5193132742,Toronto,Canada,Corporate,31-12-2023
CUST00858,James Davis,Other,40,daniel43@example.com,446-588-3851x9559,Chennai,India,Consumer,20-11-2024
CUST00688,Tina Fischer,Female,29,richardschristina@example.org,547.860.2040,Chennai,India,Consumer,25-09-2020
CUST00894,Courtney Kramer,Female,54,sarah33@example.com,001-244-453-8769x18675,Bengaluru,India,Consumer,26-10-2020
CUST00165,Dawn Hawkins,Other,37,duncanbrian@example.org,484-854-3471x8713,Berlin,Germany,Corporate,30-09-2024
